stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening F:\C-projects\C-games\blasteroids\SELF-CONTAINED\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   3.97809] added dtor for sub_bitmap 0B93DA28, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   3.99500] added dtor for sub_bitmap 0B93DB80, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.01095] added dtor for sub_bitmap 0B93BDF0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.02799] added dtor for sub_bitmap 0B93C600, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.04501] added dtor for sub_bitmap 0B93BF48, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.06096] added dtor for sub_bitmap 0B93C758, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.07798] added dtor for sub_bitmap 0B93CE10, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.09492] added dtor for sub_bitmap 0B93D778, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.11088] added dtor for sub_bitmap 0B93D620, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.12790] added dtor for sub_bitmap 0B93C8B0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.14495] added dtor for sub_bitmap 0B93D8D0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.16093] added dtor for sub_bitmap 0B93D0C0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.17784] added dtor for sub_bitmap 0B93DCD8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.19484] added dtor for sub_bitmap 0B93DE30, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.21190] added dtor for sub_bitmap 0B93DF88, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.22787] added dtor for sub_bitmap 0B93CA08, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.24487] added dtor for sub_bitmap 0B938580, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.26181] added dtor for sub_bitmap 0B937AC0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.27789] added dtor for sub_bitmap 0B938988, func 61CC1C7B
dinput   D         wjoydxnu.cpp:860  joystick_enum_callback           [   4.28188] Device 64168f90-f8e9-11ea-8014445535400 still exists
dtor     D               dtor.c:196  _al_register_destructor          [   4.29478] added dtor for sub_bitmap 0B9367F0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.31175] added dtor for sub_bitmap 0B937C18, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.32773] added dtor for sub_bitmap 0B9386D8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.34481] added dtor for sub_bitmap 0B938C38, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.36180] added dtor for sub_bitmap 0B938178, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.37779] added dtor for sub_bitmap 0B936D50, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.39477] added dtor for sub_bitmap 0B938428, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.41178] added dtor for sub_bitmap 0B936540, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.42768] added dtor for sub_bitmap 0B938830, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.44469] added dtor for sub_bitmap 0B936698, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.46171] added dtor for sub_bitmap 0B936948, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.47766] added dtor for sub_bitmap 0B937EC8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.49465] added dtor for sub_bitmap 0B937810, func 61CC1C7B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   4.49578] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.49591]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.49593]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   4.49594] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.49596]  2.828427 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.49597]  0.000000 2.828427
dtor     D               dtor.c:196  _al_register_destructor          [   4.51173] added dtor for sub_bitmap 0B938D90, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.52771] added dtor for sub_bitmap 0B937968, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.54467] added dtor for sub_bitmap 0B938EE8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.56171] added dtor for sub_bitmap 0B938AE0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.57769] added dtor for sub_bitmap 0B936AA0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.59474] added dtor for sub_bitmap 0B936BF8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.61158] added dtor for sub_bitmap 0B936EA8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.62758] added dtor for sub_bitmap 0B937158, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.64458] added dtor for sub_bitmap 0B937D70, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.66157] added dtor for sub_bitmap 0B938020, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.67762] added dtor for sub_bitmap 0B937000, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.69465] added dtor for sub_bitmap 0B9382D0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.71158] added dtor for sub_bitmap 0B9372B0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.72763] added dtor for sub_bitmap 0B937408, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.74460] added dtor for sub_bitmap 0B937560, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.76160] added dtor for sub_bitmap 0B9376B8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.77766] added dtor for sub_bitmap 0B944078, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.79456] added dtor for sub_bitmap 0B9441D0, func 61CC1C7B
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   4.80755] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.80759]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.80761]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   4.80762] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.80763]  2.828427 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   4.80764]  0.000000 2.828427
dtor     D               dtor.c:196  _al_register_destructor          [   4.81156] added dtor for sub_bitmap 0B945348, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.82756] added dtor for sub_bitmap 0B943460, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.84456] added dtor for sub_bitmap 0B944328, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.86158] added dtor for sub_bitmap 0B944730, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.87750] added dtor for sub_bitmap 0B9454A0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.89453] added dtor for sub_bitmap 0B9458A8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.91151] added dtor for sub_bitmap 0B9451F0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.92850] added dtor for sub_bitmap 0B944DE8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.94450] added dtor for sub_bitmap 0B9435B8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.96148] added dtor for sub_bitmap 0B943710, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.97849] added dtor for sub_bitmap 0B944480, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   4.99450] added dtor for sub_bitmap 0B9449E0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.01145] added dtor for sub_bitmap 0B9445D8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.02844] added dtor for sub_bitmap 0B943868, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.04451] added dtor for sub_bitmap 0B944C90, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.06141] added dtor for sub_bitmap 0B943308, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.07841] added dtor for sub_bitmap 0B944888, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.09439] added dtor for sub_bitmap 0B9455F8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.11130] added dtor for sub_bitmap 0B9439C0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.12752] added dtor for sub_bitmap 0B943058, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.14437] added dtor for sub_bitmap 0B945750, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.16136] added dtor for sub_bitmap 0B945A00, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.17825] added dtor for sub_bitmap 0B944F40, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.19420] added dtor for sub_bitmap 0B944B38, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.21085] added dtor for sub_bitmap 0B945098, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.22756] added dtor for sub_bitmap 0B9431B0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.24431] added dtor for sub_bitmap 0B943B18, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.26130] added dtor for sub_bitmap 0B943C70, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.27831] added dtor for sub_bitmap 0B943DC8, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.29431] added dtor for sub_bitmap 0B943F20, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.31130] added dtor for sub_bitmap 0B945B58, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.32827] added dtor for sub_bitmap 0B947638, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.34431] added dtor for sub_bitmap 0B945F60, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.36125] added dtor for sub_bitmap 0B947230, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.37824] added dtor for sub_bitmap 0B947B98, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.39425] added dtor for sub_bitmap 0B948250, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.41122] added dtor for sub_bitmap 0B947790, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.42821] added dtor for sub_bitmap 0B946368, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.44423] added dtor for sub_bitmap 0B947A40, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.46114] added dtor for sub_bitmap 0B945CB0, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.47752] added dtor for sub_bitmap 0B947388, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.49417] added dtor for sub_bitmap 0B945E08, func 61CC1C7B
dtor     D               dtor.c:196  _al_register_destructor          [   5.51119] added dtor for sub_bitmap 0B9460B8, func 61CC1C7B
